"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","searchNotification_shouldDelegateToRepository()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","searchNotification_shouldDelegateToRepository"
"","5","dismissNotification_existingId_shouldSetDismissedTrue()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","dismissNotification_existingId_shouldSetDismissedTrue"
"","13","dismissNotification_invalidId_shouldThrowException()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","dismissNotification_invalidId_shouldThrowException"
"","194","findNotifications_withoutCategoryAndUnreadStatus_shouldQueryCorrectly()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","findNotifications_withoutCategoryAndUnreadStatus_shouldQueryCorrectly"
"","2452","saveNotification_shouldSaveAndReturn()","","Mon Jul 21 20:32:22 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","saveNotification_shouldSaveAndReturn"
"","7","getNotification_existingId_shouldReturnNotification()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","getNotification_existingId_shouldReturnNotification"
"","22","readNotification_existingId_shouldMarkAsRead()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","readNotification_existingId_shouldMarkAsRead"
"","12","readNotification_invalidId_shouldThrowException()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","readNotification_invalidId_shouldThrowException"
"","7","findNotifications_withCategoryAndStatusRead_shouldQueryCorrectly()","","Mon Jul 21 20:32:25 GMT 2025","passed","Mon Jul 21 20:32:25 GMT 2025","","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","com.talentradar.talentradarnotificationservicerw.services.NotificationServicesTest","findNotifications_withCategoryAndStatusRead_shouldQueryCorrectly"
